1.000000000000001110e+00,1.658892395333020353e-01,1.658253580001385619e-01,1.756235445776071491e-01,8.059541773155920463e-02
1.658892395333020353e-01,1.000000000000000222e+00,1.475531118144837173e-01,9.642248102902030438e-02,7.178070229063049368e-02
1.658253580001385619e-01,1.475531118144837173e-01,9.999999999999995559e-01,9.634488493648132867e-02,1.560043351258259825e-01
1.756235445776071491e-01,9.642248102902030438e-02,9.634488493648132867e-02,1.000000000000000888e+00,1.340964887430595165e-01
8.059541773155920463e-02,7.178070229063049368e-02,1.560043351258259825e-01,1.340964887430595165e-01,9.999999999999995559e-01
1.000000000000000444e+00,1.008774381096729511e-01,1.199622961354312178e-01,1.318724278789117077e-01,1.119073616565387785e-01
1.008774381096729511e-01,1.000000000000000444e+00,1.994003439333952854e-01,5.973365651507362567e-02,3.021898464826734687e-02
1.199622961354312178e-01,1.994003439333952854e-01,1.000000000000001110e+00,9.193655355849962574e-02,6.069579428774562330e-02
1.318724278789117077e-01,5.973365651507362567e-02,9.193655355849962574e-02,9.999999999999998890e-01,7.388625484844918434e-02
1.119073616565387785e-01,3.021898464826734687e-02,6.069579428774562330e-02,7.388625484844918434e-02,1.000000000000000222e+00
