1.000000000000000666e+00,1.803433246599832063e-01,8.261813708175881621e-02,1.091522412245459622e-01,1.621135420718270992e-01
1.803433246599832063e-01,1.000000000000000666e+00,1.496770897575236681e-01,1.522090581429053346e-01,1.494128330418533490e-01
8.261813708175881621e-02,1.496770897575236681e-01,1.000000000000000222e+00,1.635037299210373996e-01,1.538478872086992966e-01
1.091522412245459622e-01,1.522090581429053346e-01,1.635037299210373996e-01,9.999999999999997780e-01,1.306981820801962901e-01
1.621135420718270992e-01,1.494128330418533490e-01,1.538478872086992966e-01,1.306981820801962901e-01,1.000000000000000222e+00
1.000000000000000000e+00,1.752681851332101304e-01,1.813765733304660566e-01,1.343860259017136127e-01,1.490749725894187083e-01
1.752681851332101304e-01,1.000000000000000444e+00,1.818515845228948491e-01,2.160013926644215876e-01,9.968836883490354850e-02
1.813765733304660566e-01,1.818515845228948491e-01,1.000000000000000444e+00,1.018296194925738252e-01,1.541467330454285856e-01
1.343860259017136127e-01,2.160013926644215876e-01,1.018296194925738252e-01,9.999999999999993339e-01,6.381773004486508694e-02
1.490749725894187083e-01,9.968836883490354850e-02,1.541467330454285856e-01,6.381773004486508694e-02,1.000000000000000000e+00
