1.000000000000000444e+00,1.263368762823198835e-02,1.496516508420445146e-01,8.231827882634430715e-02,3.347763763973963386e-02
1.263368762823198835e-02,1.000000000000000444e+00,2.919110970796342380e-02,1.368305944564794999e-02,0.000000000000000000e+00
1.496516508420445146e-01,2.919110970796342380e-02,1.000000000000000222e+00,1.163901499782182686e-01,7.969142571507313588e-02
8.231827882634430715e-02,1.368305944564794999e-02,1.163901499782182686e-01,1.000000000000000444e+00,1.012037989707050278e-01
3.347763763973963386e-02,0.000000000000000000e+00,7.969142571507313588e-02,1.012037989707050278e-01,9.999999999999996669e-01
9.999999999999998890e-01,1.564007373163238124e-01,5.762854325953854079e-02,6.189772975110924280e-02,8.831448514946570183e-02
1.564007373163238124e-01,9.999999999999998890e-01,1.673873188668290046e-01,1.709970545298467592e-01,1.292934147746915563e-01
5.762854325953854079e-02,1.673873188668290046e-01,1.000000000000000888e+00,2.443303139890435627e-01,1.649517837798802622e-01
6.189772975110924280e-02,1.709970545298467592e-01,2.443303139890435627e-01,1.000000000000000222e+00,2.350858963952004166e-01
8.831448514946570183e-02,1.292934147746915563e-01,1.649517837798802622e-01,2.350858963952004166e-01,1.000000000000000444e+00
